timestamp,scream,flushed,stuckOutTongue,stuckOutTongueWinkingEye,wink,smirk,rage,disappointed,kissing,laughing,smiley,relaxed,BrowRaise,BrowFurrow,NoseWrinkle,UpperLipRaise,LipCornerDepressor,ChinRaise,LipPucker,LipPress,LipSuck,MouthOpen,Smirk,EyeClosure,Attention,EyeWiden,CheekRaise,LidTighten,Dimpler,LipStretch,JawDrop,InnerBrowRaise,Smile,Engagement,Valence,Contempt,Surprise,Anger,Sadness,Disgust,Fear,Joy,Glasses
11.43333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.93335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.5,0.027991,0.001829087,0,0,0.002094943,1.908066E-06,0.003236518,0.001829144,0.001910073,0.00182296,0.00182746,0.001833725,1.258247E-05,0.313086,2.271819E-07,2.385739E-09,0.0007226831,0.3313402,0.1224547,2.3626,2.628771,0.351991,0.001474336,1.865901E-07,37.92574,1.842894E-06,9.602775E-06,9.22322,20.41945,0.5198845,0.2179747,0.08557376,0.007208078,0.09743895,0,0.1937314,0.1919223,0.003236518,0.02249219,0.3767806,0.004618087,0.001805618,1
11.53333,0.0280201,0.001829087,0,0,0.002323088,1.907492E-06,0.003158617,0.001829173,0.00190313,0.001819701,0.001824245,0.00183211,9.172038E-06,0.3573175,6.827137E-07,7.570576E-09,0.001183406,0.3061614,0.1281189,1.250883,1.292636,0.4290361,0.001110384,8.12279E-08,37.69473,1.823033E-06,7.188581E-06,8.603481,9.646091,0.3092628,0.3791852,0.07928625,0.005607123,0.08885742,0,0.1939076,0.192377,0.003158617,0.02343909,0.4028242,0.004575932,0.001802449,1
11.6,0.02807445,0.001829087,0,0,0.00253704,1.906536E-06,0.003217122,0.001829231,0.001896049,0.001815602,0.001820146,0.001830019,8.538622E-06,0.4367523,4.380526E-06,7.122342E-08,0.002285688,0.3409824,0.1503,0.7322907,0.6573133,0.8371111,0.000896015,9.465852E-08,40.1452,1.646151E-06,4.895123E-06,8.563582,4.359919,0.2054702,0.6943285,0.07889411,0.003969525,0.08650421,0,0.1942154,0.1946426,0.003217122,0.02371482,0.4186699,0.004528739,0.001805971,1
11.66667,0.02814564,0.001829088,0,0,0.002574629,1.905227E-06,0.002778332,0.00182931,0.00188834,0.00181051,0.001815025,0.001827386,9.112923E-06,0.5346506,1.009203E-05,2.4973E-07,0.003137847,0.2159889,0.1662467,0.460731,0.3273006,0.7206086,0.0007381775,2.30026E-07,38.45102,2.723029E-06,3.807653E-06,5.566724,3.46251,0.1382329,0.9054204,0.1059585,0.003130647,0.08638947,0,0.1945805,0.1938625,0.002778332,0.02426968,0.4246064,0.004506324,0.001790393,1
11.73333,0.02823395,0.001829088,0,0,0.002580598,1.904185E-06,0.002591961,0.001829418,0.001884601,0.001806261,0.00181066,0.001825052,9.518964E-06,0.448467,1.483837E-05,5.74748E-07,0.004299994,0.2193312,0.1719025,0.1494808,0.04336811,1.647773,0.0006800292,6.119409E-07,37.86749,4.565499E-06,2.216245E-06,3.739394,1.05821,0.1106552,1.115227,0.1507801,0.002050595,0.09173301,0,0.1942814,0.2004422,0.002591961,0.02368574,0.4378604,0.00446258,0.001830806,1
11.8,0.02831134,0.001829088,0,0,0.002581537,1.903625E-06,0.002953202,0.001829559,0.001885097,0.001802004,0.00180624,0.001822652,7.670017E-06,0.443298,8.482893E-06,7.526484E-07,0.005537866,0.1442279,0.1791373,0.06976876,0.01169305,6.487922,0.0007057164,1.799857E-06,36.3104,6.557924E-06,1.974439E-06,3.183131,0.3152685,0.09876546,0.9803492,0.2137091,0.001955499,0.1295231,0,0.1942646,0.2259121,0.002953202,0.02027261,0.4787118,0.004485222,0.001999866,1
11.86667,0.02836394,0.001829088,0,0,0.002582016,1.903231E-06,0.004906443,0.001829726,0.00188386,0.001797922,0.001801939,0.001820281,9.606311E-06,0.424891,5.447671E-06,5.396694E-07,0.006632937,0.1502027,0.09478335,0.03178129,0.007961271,22.01356,0.0005452764,1.362649E-06,39.1785,5.796959E-06,2.088209E-06,3.047541,0.1315672,0.1042334,0.6755636,0.2502491,0.002047289,0.3910739,0,0.1941931,0.3312818,0.004906443,0.01210481,0.6340204,0.004531504,0.002655355,1
11.93333,0.02841362,0.001829087,0,0,0.002582534,1.902964E-06,0.009604049,0.00182993,0.001879999,0.00179267,0.001796362,0.001817163,1.490698E-05,0.5414616,1.634733E-06,1.443794E-07,0.008091871,0.1267936,0.05741978,0.0244203,0.003481031,41.19152,0.000546872,1.850227E-06,38.15505,4.696984E-06,2.102754E-06,3.496003,0.0572348,0.08000817,0.6474548,0.2438148,0.001865781,1.533854,0,0.1946198,0.5299268,0.009604049,0.006442734,0.8964337,0.004550111,0.003734439,1
12,0.02846109,0.001829087,0,0,0.002583199,1.902737E-06,0.008803328,0.001830093,0.001874604,0.001788317,0.001791613,0.001814403,1.366545E-05,0.4495063,9.013797E-07,4.337769E-08,0.006567718,0.1190902,0.05254977,0.1174764,0.003631956,37.96666,0.0005420799,1.926223E-06,35.63641,5.83394E-06,2.228929E-06,4.070915,0.08938497,0.08051088,0.6209099,0.2591066,0.002055235,1.214227,0,0.1942824,0.4916631,0.008803328,0.007120379,0.8458546,0.004541472,0.003543149,1
12.03333,0.0285226,0.001829087,0,0,0.002584118,1.902573E-06,0.006837689,0.001830235,0.001869481,0.001783918,0.001786655,0.001811386,7.078105E-06,0.4570863,6.468909E-07,2.081594E-08,0.00578481,0.1051505,0.05749642,0.4364949,0.004479302,29.81978,0.0006887654,1.48105E-06,38.71043,8.800615E-06,1.976236E-06,4.466909,0.109403,0.06003189,0.7923243,0.2969392,0.001955235,0.6825616,0,0.1943144,0.4029219,0.006837689,0.009320795,0.7303134,0.004517369,0.003053789,1
12.1,0.02858239,0.001829087,0,0,0.002585006,1.902467E-06,0.01143272,0.001830364,0.001865577,0.001779832,0.001781829,0.001808267,6.938965E-06,0.4322455,4.019773E-06,1.337223E-07,0.005286283,0.09719946,0.0482269,0.5207957,0.004876432,44.97264,0.0009716443,1.952557E-06,44.24311,1.337431E-05,2.699099E-06,4.745543,0.08557543,0.05561339,0.7694646,0.3651226,0.002573461,1.984711,0,0.1942209,0.5888042,0.01143272,0.005631677,0.9597929,0.004521559,0.004029359,1
12.16667,0.02863772,0.001829087,0,0,0.002583096,1.902405E-06,0.007878129,0.001830519,0.00186406,0.001777221,0.001777853,0.001804994,4.708393E-06,0.3070014,9.577187E-06,3.000883E-07,0.006289934,0.1007413,0.05140898,0.3974195,0.00644424,35.3465,0.001091823,5.963623E-07,44.11774,1.055739E-05,1.77541E-06,3.96876,0.0698946,0.04618704,0.7150903,0.4207141,0.001970372,0.998953,0,0.1937774,0.4669416,0.007878129,0.0077343,0.8067003,0.004514114,0.00340993,1
12.23333,0.02872831,0.001829087,0,0,0.002561122,1.902348E-06,0.007075165,0.001830744,0.001863303,0.001775714,0.001776389,0.001803169,7.494056E-06,0.1523969,2.356867E-05,7.768037E-07,0.00896536,0.08730166,0.04211521,0.04261157,0.008052666,33.14044,0.0009560778,1.768356E-07,42.20737,1.10973E-05,1.921292E-06,3.585024,0.04640781,0.0325354,1.146241,0.4656763,0.002396914,0.8452561,0,0.1932087,0.4503467,0.007075165,0.008302213,0.7749811,0.004428314,0.003309418,1
12.3,0.02873819,0.001829087,0,0,0.002509795,1.902345E-06,0.004270497,0.001830822,0.001861943,0.001778761,0.001779438,0.00180471,1.372346E-05,0.08042756,0.0003641388,2.263425E-05,0.008258295,0.04254184,0.04545869,0.02475069,0.008042705,18.95929,0.0007257365,1.492634E-07,42.43723,8.751786E-06,2.124312E-06,3.0994,0.06166976,0.02957932,0.8762941,0.5103517,0.003045901,0.3070386,0,0.1929345,0.3162863,0.004270497,0.01328978,0.5998274,0.004460483,0.002569616,1
